FIPStxt,State,Area name,Year,POP_ESTIMATE
40029,OK,Coal County,2017,5630
40031,OK,Comanche County,2017,121786
40033,OK,Cotton County,2017,5863
40035,OK,Craig County,2017,14332
40037,OK,Creek County,2017,71890
40039,OK,Custer County,2017,28974
40041,OK,Delaware County,2017,42672
40043,OK,Dewey County,2017,4899
40045,OK,Ellis County,2017,3970
40047,OK,Garfield County,2017,61600
40049,OK,Garvin County,2017,27857
40051,OK,Grady County,2017,54829
40053,OK,Grant County,2017,4379
40055,OK,Greer County,2017,5793
40057,OK,Harmon County,2017,2710
40059,OK,Harper County,2017,3784
40061,OK,Haskell County,2017,12726
40063,OK,Hughes County,2017,13265
40065,OK,Jackson County,2017,25112
40067,OK,Jefferson County,2017,6164
40069,OK,Johnston County,2017,11121
40071,OK,Kay County,2017,44403
40073,OK,Kingfisher County,2017,15688
40075,OK,Kiowa County,2017,8849
40077,OK,Latimer County,2017,10318
40079,OK,Le Flore County,2017,50020
40081,OK,Lincoln County,2017,34961
40083,OK,Logan County,2017,46785
40085,OK,Love County,2017,10076
40087,OK,McClain County,2017,39306
40089,OK,McCurtain County,2017,33031
40091,OK,McIntosh County,2017,19701
40093,OK,Major County,2017,7684
40095,OK,Marshall County,2017,16364
40097,OK,Mayes County,2017,40988
40099,OK,Murray County,2017,13918
40101,OK,Muskogee County,2017,69027
40103,OK,Noble County,2017,11303
40105,OK,Nowata County,2017,10322
40107,OK,Okfuskee County,2017,12076
40109,OK,Oklahoma County,2017,786068
40111,OK,Okmulgee County,2017,38819
40113,OK,Osage County,2017,47346
40115,OK,Ottawa County,2017,31368
40117,OK,Pawnee County,2017,16419
40119,OK,Payne County,2017,81908
40121,OK,Pittsburg County,2017,44154
40123,OK,Pontotoc County,2017,38371
40125,OK,Pottawatomie County,2017,72185
40127,OK,Pushmataha County,2017,11118
40129,OK,Roger Mills County,2017,3661
40131,OK,Rogers County,2017,91435
40133,OK,Seminole County,2017,24845
40135,OK,Sequoyah County,2017,41742
40137,OK,Stephens County,2017,43340
40139,OK,Texas County,2017,20924
40141,OK,Tillman County,2017,7399
40143,OK,Tulsa County,2017,646437
40145,OK,Wagoner County,2017,78984
40147,OK,Washington County,2017,51996
40149,OK,Washita County,2017,11055
40151,OK,Woods County,2017,9069
40153,OK,Woodward County,2017,20531
41000,OR,Oregon,2017,4143625
41001,OR,Baker County,2017,16083
41003,OR,Benton County,2017,91790
41005,OR,Clackamas County,2017,412442
41007,OR,Clatsop County,2017,39101
41009,OR,Columbia County,2017,51724
41011,OR,Coos County,2017,63708
41013,OR,Crook County,2017,23065
41015,OR,Curry County,2017,22630
41017,OR,Deschutes County,2017,186744
41019,OR,Douglas County,2017,109197
41021,OR,Gilliam County,2017,1862
41023,OR,Grant County,2017,7188
41025,OR,Harney County,2017,7258
41027,OR,Hood River County,2017,23398
41029,OR,Jackson County,2017,216746
41031,OR,Jefferson County,2017,23652
41033,OR,Josephine County,2017,86584
41035,OR,Klamath County,2017,66810
41037,OR,Lake County,2017,7874
41039,OR,Lane County,2017,375264
41041,OR,Lincoln County,2017,48757
41043,OR,Linn County,2017,125035
41045,OR,Malheur County,2017,30385
41047,OR,Marion County,2017,340531
41049,OR,Morrow County,2017,11198
41051,OR,Multnomah County,2017,807885
41053,OR,Polk County,2017,83711
41055,OR,Sherman County,2017,1735
41057,OR,Tillamook County,2017,26522
41059,OR,Umatilla County,2017,77120
41061,OR,Union County,2017,26383
41063,OR,Wallowa County,2017,7025
41065,OR,Wasco County,2017,26296
41067,OR,Washington County,2017,591336
41069,OR,Wheeler County,2017,1348
41071,OR,Yamhill County,2017,105238
42000,PA,Pennsylvania,2017,12787641
42001,PA,Adams County,2017,102562
42003,PA,Allegheny County,2017,1220141
42005,PA,Armstrong County,2017,65991
42007,PA,Beaver County,2017,165654
42009,PA,Bedford County,2017,48356
42011,PA,Berks County,2017,417511
42013,PA,Blair County,2017,123147
42015,PA,Bradford County,2017,60963
42017,PA,Bucks County,2017,626811
42019,PA,Butler County,2017,186828
42021,PA,Cambria County,2017,132960
42023,PA,Cameron County,2017,4619
42025,PA,Carbon County,2017,63828
42027,PA,Centre County,2017,162316
42029,PA,Chester County,2017,518901
42031,PA,Clarion County,2017,38998
42033,PA,Clearfield County,2017,79799
42035,PA,Clinton County,2017,38830
42037,PA,Columbia County,2017,65581
42039,PA,Crawford County,2017,85772
42041,PA,Cumberland County,2017,249024
42043,PA,Dauphin County,2017,275714
42045,PA,Delaware County,2017,563858
42047,PA,Elk County,2017,30271
42049,PA,Erie County,2017,273558
42051,PA,Fayette County,2017,131309
42053,PA,Forest County,2017,7317
42055,PA,Franklin County,2017,154376
42057,PA,Fulton County,2017,14469
42059,PA,Greene County,2017,36846
42061,PA,Huntingdon County,2017,45429
42063,PA,Indiana County,2017,84743
42065,PA,Jefferson County,2017,43818
42067,PA,Juniata County,2017,24635
42069,PA,Lackawanna County,2017,210451
42071,PA,Lancaster County,2017,541332
42073,PA,Lawrence County,2017,86546
42075,PA,Lebanon County,2017,139553
42077,PA,Lehigh County,2017,365577
42079,PA,Luzerne County,2017,317808
42081,PA,Lycoming County,2017,114012
42083,PA,McKean County,2017,41362
42085,PA,Mercer County,2017,111473
42087,PA,Mifflin County,2017,46290
42089,PA,Monroe County,2017,167895
42091,PA,Montgomery County,2017,824303
42093,PA,Montour County,2017,18270
42095,PA,Northampton County,2017,302801
42097,PA,Northumberland County,2017,91721
42099,PA,Perry County,2017,46046
42101,PA,Philadelphia County,2017,1580601
42103,PA,Pike County,2017,55397
42105,PA,Potter County,2017,16841
42107,PA,Schuylkill County,2017,142580
42109,PA,Snyder County,2017,40594
42111,PA,Somerset County,2017,74242
42113,PA,Sullivan County,2017,6142
42115,PA,Susquehanna County,2017,40934
42117,PA,Tioga County,2017,40671
42119,PA,Union County,2017,44642
42121,PA,Venango County,2017,51790
42123,PA,Warren County,2017,39679
42125,PA,Washington County,2017,207075
42127,PA,Wayne County,2017,51192
42129,PA,Westmoreland County,2017,352006
42131,PA,Wyoming County,2017,27396
42133,PA,York County,2017,445484
44000,RI,Rhode Island,2017,1055673
44001,RI,Bristol County,2017,48734
44003,RI,Kent County,2017,163543
44005,RI,Newport County,2017,82952
44007,RI,Providence County,2017,634130
44009,RI,Washington County,2017,126314
45000,SC,South Carolina,2017,5021268
45001,SC,Abbeville County,2017,24567
45003,SC,Aiken County,2017,168325
45005,SC,Allendale County,2017,9012
45007,SC,Anderson County,2017,198186
45009,SC,Bamberg County,2017,14384
45011,SC,Barnwell County,2017,21355
45013,SC,Beaufort County,2017,186497
45015,SC,Berkeley County,2017,214541
45017,SC,Calhoun County,2017,14696
45019,SC,Charleston County,2017,402008
45021,SC,Cherokee County,2017,56913
45023,SC,Chester County,2017,32299
45025,SC,Chesterfield County,2017,45979
45027,SC,Clarendon County,2017,34012
45029,SC,Colleton County,2017,37555
45031,SC,Darlington County,2017,66981
45033,SC,Dillon County,2017,30496
45035,SC,Dorchester County,2017,158988
45037,SC,Edgefield County,2017,26837
45039,SC,Fairfield County,2017,22593
45041,SC,Florence County,2017,138495
45043,SC,Georgetown County,2017,61826
45045,SC,Greenville County,2017,506831
45047,SC,Greenwood County,2017,70496
45049,SC,Hampton County,2017,19498
45051,SC,Horry County,2017,332655
45053,SC,Jasper County,2017,28522
45055,SC,Kershaw County,2017,65213
45057,SC,Lancaster County,2017,92411
45059,SC,Laurens County,2017,66822
45061,SC,Lee County,2017,17388
45063,SC,Lexington County,2017,290338
45065,SC,McCormick County,2017,9554
45067,SC,Marion County,2017,31295
45069,SC,Marlboro County,2017,26691
45071,SC,Newberry County,2017,38381
45073,SC,Oconee County,2017,77388
45075,SC,Orangeburg County,2017,87671
45077,SC,Pickens County,2017,123518
45079,SC,Richland County,2017,411800
45081,SC,Saluda County,2017,20299
45083,SC,Spartanburg County,2017,306740
45085,SC,Sumter County,2017,106431
45087,SC,Union County,2017,27400
45089,SC,Williamsburg County,2017,31216
45091,SC,York County,2017,266165
46000,SD,South Dakota,2017,872868
46003,SD,Aurora County,2017,2769
46005,SD,Beadle County,2017,18541
46007,SD,Bennett County,2017,3446
46009,SD,Bon Homme County,2017,6952
46011,SD,Brookings County,2017,34749
46013,SD,Brown County,2017,39290
46015,SD,Brule County,2017,5304
46017,SD,Buffalo County,2017,2013
46019,SD,Butte County,2017,10114
46021,SD,Campbell County,2017,1372
46023,SD,Charles Mix County,2017,9404
46025,SD,Clark County,2017,3679
46027,SD,Clay County,2017,14032
46029,SD,Codington County,2017,28125
46031,SD,Corson County,2017,4195
46033,SD,Custer County,2017,8763
46035,SD,Davison County,2017,19870
46037,SD,Day County,2017,5494
46039,SD,Deuel County,2017,4311
46041,SD,Dewey County,2017,5857
46043,SD,Douglas County,2017,2927
46045,SD,Edmunds County,2017,3915
46047,SD,Fall River County,2017,6698
46049,SD,Faulk County,2017,2323
46051,SD,Grant County,2017,7159
46053,SD,Gregory County,2017,4206
46055,SD,Haakon County,2017,1921
46057,SD,Hamlin County,2017,5998
46059,SD,Hand County,2017,3275
46061,SD,Hanson County,2017,3409
46063,SD,Harding County,2017,1244
46065,SD,Hughes County,2017,17670
46067,SD,Hutchinson County,2017,7349
46069,SD,Hyde County,2017,1297
46071,SD,Jackson County,2017,3269
46073,SD,Jerauld County,2017,2024
46075,SD,Jones County,2017,922
46077,SD,Kingsbury County,2017,4929
46079,SD,Lake County,2017,12795
46081,SD,Lawrence County,2017,25677
46083,SD,Lincoln County,2017,56681
46085,SD,Lyman County,2017,3876
46087,SD,McCook County,2017,5561
46089,SD,McPherson County,2017,2401
46091,SD,Marshall County,2017,4945
46093,SD,Meade County,2017,27941
46095,SD,Mellette County,2017,2063
46097,SD,Miner County,2017,2200
46099,SD,Minnehaha County,2017,189538
46101,SD,Moody County,2017,6494
46102,SD,Oglala Lakota County,2017,14384
46103,SD,Pennington County,2017,110503
46105,SD,Perkins County,2017,2962
46107,SD,Potter County,2017,2214
46109,SD,Roberts County,2017,10265
46111,SD,Sanborn County,2017,2435
46115,SD,Spink County,2017,6507
46117,SD,Stanley County,2017,2986
46119,SD,Sully County,2017,1398
46121,SD,Todd County,2017,10277
46123,SD,Tripp County,2017,5443
46125,SD,Turner County,2017,8303
46127,SD,Union County,2017,15277
46129,SD,Walworth County,2017,5497
46135,SD,Yankton County,2017,22682
46137,SD,Ziebach County,2017,2748
47000,TN,Tennessee,2017,6708799
47001,TN,Anderson County,2017,76056
47003,TN,Bedford County,2017,48211
47005,TN,Benton County,2017,15993
47007,TN,Bledsoe County,2017,14895
47009,TN,Blount County,2017,129999
47011,TN,Bradley County,2017,105421
47013,TN,Campbell County,2017,39791
47015,TN,Cannon County,2017,14157
47017,TN,Carroll County,2017,27807
47019,TN,Carter County,2017,56510
47021,TN,Cheatham County,2017,40366
47023,TN,Chester County,2017,17154
47025,TN,Claiborne County,2017,31661
47027,TN,Clay County,2017,7663
47029,TN,Cocke County,2017,35528
47031,TN,Coffee County,2017,55016
47033,TN,Crockett County,2017,14436
47035,TN,Cumberland County,2017,59023
47037,TN,Davidson County,2017,687159
47039,TN,Decatur County,2017,11732
47041,TN,DeKalb County,2017,19876
47043,TN,Dickson County,2017,52774
47045,TN,Dyer County,2017,37339
47047,TN,Fayette County,2017,40150
47049,TN,Fentress County,2017,18214
47051,TN,Franklin County,2017,41623
47053,TN,Gibson County,2017,49255
47055,TN,Giles County,2017,29379
47057,TN,Grainger County,2017,23106
47059,TN,Greene County,2017,68821
47061,TN,Grundy County,2017,13332
47063,TN,Hamblen County,2017,64062
47065,TN,Hamilton County,2017,361032
47067,TN,Hancock County,2017,6593
47069,TN,Hardeman County,2017,25488
47071,TN,Hardin County,2017,25738
47073,TN,Hawkins County,2017,56620
47075,TN,Haywood County,2017,17607
47077,TN,Henderson County,2017,27851
47079,TN,Henry County,2017,32380
47081,TN,Hickman County,2017,24839
47083,TN,Houston County,2017,8158
47085,TN,Humphreys County,2017,18503
47087,TN,Jackson County,2017,11702
47089,TN,Jefferson County,2017,53730
47091,TN,Johnson County,2017,17603
47093,TN,Knox County,2017,461565
47095,TN,Lake County,2017,7451
47097,TN,Lauderdale County,2017,26093
47099,TN,Lawrence County,2017,43388
47101,TN,Lewis County,2017,12025
47103,TN,Lincoln County,2017,33892
47105,TN,Loudon County,2017,52260
47107,TN,McMinn County,2017,52931
47109,TN,McNairy County,2017,26001
47111,TN,Macon County,2017,23905
47113,TN,Madison County,2017,97491
47115,TN,Marion County,2017,28406
47117,TN,Marshall County,2017,33020
47119,TN,Maury County,2017,92237
47121,TN,Meigs County,2017,12042
47123,TN,Monroe County,2017,46035
47125,TN,Montgomery County,2017,199771
47127,TN,Moore County,2017,6391
47129,TN,Morgan County,2017,21555
47131,TN,Obion County,2017,30375
47133,TN,Overton County,2017,21998
47135,TN,Perry County,2017,7954
47137,TN,Pickett County,2017,5062
47139,TN,Polk County,2017,16759
47141,TN,Putnam County,2017,77299
47143,TN,Rhea County,2017,32671
47145,TN,Roane County,2017,53020
47147,TN,Robertson County,2017,70328
47149,TN,Rutherford County,2017,316531
47151,TN,Scott County,2017,21964
47153,TN,Sequatchie County,2017,14767
47155,TN,Sevier County,2017,97307
47157,TN,Shelby County,2017,935251
47159,TN,Smith County,2017,19732
47161,TN,Stewart County,2017,13422
47163,TN,Sullivan County,2017,156924
47165,TN,Sumner County,2017,183756
47167,TN,Tipton County,2017,61305
47169,TN,Trousdale County,2017,10831
47171,TN,Unicoi County,2017,17796
47173,TN,Union County,2017,19399
47175,TN,Van Buren County,2017,5747
47177,TN,Warren County,2017,40717
47179,TN,Washington County,2017,127603
47181,TN,Wayne County,2017,16641
47183,TN,Weakley County,2017,33325
47185,TN,White County,2017,26764
47187,TN,Williamson County,2017,226048
47189,TN,Wilson County,2017,136691
48000,TX,Texas,2017,28295273
48001,TX,Anderson County,2017,58175
48003,TX,Andrews County,2017,17603
48005,TX,Angelina County,2017,87572
48007,TX,Aransas County,2017,25392
48009,TX,Archer County,2017,8783
48011,TX,Armstrong County,2017,1867
48013,TX,Atascosa County,2017,49083
48015,TX,Austin County,2017,29722
48017,TX,Bailey County,2017,7066
48019,TX,Bandera County,2017,22327
48021,TX,Bastrop County,2017,84585
48023,TX,Baylor County,2017,3555
48025,TX,Bee County,2017,32592
48027,TX,Bell County,2017,347377
48029,TX,Bexar County,2017,1956988
48031,TX,Blanco County,2017,11481
48033,TX,Borden County,2017,670
48035,TX,Bosque County,2017,18295
48037,TX,Bowie County,2017,93458
48039,TX,Brazoria County,2017,361853
48041,TX,Brazos County,2017,223917
48043,TX,Brewster County,2017,9325
48045,TX,Briscoe County,2017,1514
48047,TX,Brooks County,2017,7132
48049,TX,Brown County,2017,37815
48051,TX,Burleson County,2017,18053
48053,TX,Burnet County,2017,46600
48055,TX,Caldwell County,2017,42328
48057,TX,Calhoun County,2017,21712
48059,TX,Callahan County,2017,13968
48061,TX,Cameron County,2017,422227
48063,TX,Camp County,2017,12845
48065,TX,Carson County,2017,6005
48067,TX,Cass County,2017,29966
48069,TX,Castro County,2017,7696
48071,TX,Chambers County,2017,41269
48073,TX,Cherokee County,2017,52116
48075,TX,Childress County,2017,7269
48077,TX,Clay County,2017,10484
48079,TX,Cochran County,2017,2853
48081,TX,Coke County,2017,3285
48083,TX,Coleman County,2017,8399
48085,TX,Collin County,2017,971864
48087,TX,Collingsworth County,2017,2964
48089,TX,Colorado County,2017,21291
48091,TX,Comal County,2017,140721
48093,TX,Comanche County,2017,13533
48095,TX,Concho County,2017,2707
48097,TX,Cooke County,2017,39932
48099,TX,Coryell County,2017,74760
48101,TX,Cottle County,2017,1375
48103,TX,Crane County,2017,4685
48105,TX,Crockett County,2017,3535
48107,TX,Crosby County,2017,5849
48109,TX,Culberson County,2017,2230
48111,TX,Dallam County,2017,7272
48113,TX,Dallas County,2017,2620154
48115,TX,Dawson County,2017,12744
48117,TX,Deaf Smith County,2017,18753
48119,TX,Delta County,2017,5276
48121,TX,Denton County,2017,835364
48123,TX,DeWitt County,2017,20180
48125,TX,Dickens County,2017,2190
48127,TX,Dimmit County,2017,10282
48129,TX,Donley County,2017,3340
48131,TX,Duval County,2017,11270
48133,TX,Eastland County,2017,18294
48135,TX,Ector County,2017,156951
48137,TX,Edwards County,2017,1929
48139,TX,Ellis County,2017,173405
48141,TX,El Paso County,2017,837401
48143,TX,Erath County,2017,41723
48145,TX,Falls County,2017,17340
48147,TX,Fannin County,2017,34550
48149,TX,Fayette County,2017,25119
48151,TX,Fisher County,2017,3874
48153,TX,Floyd County,2017,5830
48155,TX,Foard County,2017,1202
48157,TX,Fort Bend County,2017,767712
48159,TX,Franklin County,2017,10798
48161,TX,Freestone County,2017,19649
48163,TX,Frio County,2017,19895
48165,TX,Gaines County,2017,20553
48167,TX,Galveston County,2017,334633
48169,TX,Garza County,2017,6490
48171,TX,Gillespie County,2017,26483
48173,TX,Glasscock County,2017,1363
48175,TX,Goliad County,2017,7552
48177,TX,Gonzales County,2017,20742
48179,TX,Gray County,2017,22106
48181,TX,Grayson County,2017,131152
48183,TX,Gregg County,2017,122852
48185,TX,Grimes County,2017,27955
48187,TX,Guadalupe County,2017,159639
48189,TX,Hale County,2017,33954
48191,TX,Hall County,2017,3042
48193,TX,Hamilton County,2017,8407
48195,TX,Hansford County,2017,5485
48197,TX,Hardeman County,2017,3959
48199,TX,Hardin County,2017,57117
48201,TX,Harris County,2017,4657972
48203,TX,Harrison County,2017,66468
48205,TX,Hartley County,2017,5716
48207,TX,Haskell County,2017,5699
48209,TX,Hays County,2017,214726
48211,TX,Hemphill County,2017,3929
48213,TX,Henderson County,2017,80954
48215,TX,Hidalgo County,2017,856249
48217,TX,Hill County,2017,35703
48219,TX,Hockley County,2017,22977
48221,TX,Hood County,2017,57973
48223,TX,Hopkins County,2017,36451
48225,TX,Houston County,2017,23089
48227,TX,Howard County,2017,35817
48229,TX,Hudspeth County,2017,4604
48231,TX,Hunt County,2017,94046
48233,TX,Hutchinson County,2017,21343
48235,TX,Irion County,2017,1512
48237,TX,Jack County,2017,8828
48239,TX,Jackson County,2017,14806
48241,TX,Jasper County,2017,35549
48243,TX,Jeff Davis County,2017,2260
48245,TX,Jefferson County,2017,256041
48247,TX,Jim Hogg County,2017,5212
48249,TX,Jim Wells County,2017,40920
48251,TX,Johnson County,2017,167012
48253,TX,Jones County,2017,19827
48255,TX,Karnes County,2017,15556
48257,TX,Kaufman County,2017,122628
48259,TX,Kendall County,2017,43969
48261,TX,Kenedy County,2017,427
48263,TX,Kent County,2017,759
48265,TX,Kerr County,2017,51892
48267,TX,Kimble County,2017,4385
48269,TX,King County,2017,289
48271,TX,Kinney County,2017,3711
48273,TX,Kleberg County,2017,30752
48275,TX,Knox County,2017,3674
48277,TX,Lamar County,2017,49568
48279,TX,Lamb County,2017,13165
48281,TX,Lampasas County,2017,20861
48283,TX,La Salle County,2017,7530
48285,TX,Lavaca County,2017,20028
48287,TX,Lee County,2017,17109
48289,TX,Leon County,2017,17235
48291,TX,Liberty County,2017,83597
48293,TX,Limestone County,2017,23391
48295,TX,Lipscomb County,2017,3364
48297,TX,Live Oak County,2017,12146
48299,TX,Llano County,2017,21167
48301,TX,Loving County,2017,133
48303,TX,Lubbock County,2017,305413
48305,TX,Lynn County,2017,5832
48307,TX,McCulloch County,2017,7941
48309,TX,McLennan County,2017,251631
48311,TX,McMullen County,2017,765
48313,TX,Madison County,2017,14251
48315,TX,Marion County,2017,10057
48317,TX,Martin County,2017,5531
48319,TX,Mason County,2017,4179
48321,TX,Matagorda County,2017,36805
48323,TX,Maverick County,2017,58111
48325,TX,Medina County,2017,50183
48327,TX,Menard County,2017,2110
48329,TX,Midland County,2017,165318
48331,TX,Milam County,2017,24939
48333,TX,Mills County,2017,4917
48335,TX,Mitchell County,2017,8215
48337,TX,Montague County,2017,19399
48339,TX,Montgomery County,2017,571615
48341,TX,Moore County,2017,21604
48343,TX,Morris County,2017,12375
48345,TX,Motley County,2017,1226
48347,TX,Nacogdoches County,2017,65317
48349,TX,Navarro County,2017,48739
48351,TX,Newton County,2017,13908
48353,TX,Nolan County,2017,14854
48355,TX,Nueces County,2017,361235
48357,TX,Ochiltree County,2017,9996
48359,TX,Oldham County,2017,2104
48361,TX,Orange County,2017,84971
48363,TX,Palo Pinto County,2017,28544
48365,TX,Panola County,2017,23211
48367,TX,Parker County,2017,133501
48369,TX,Parmer County,2017,9710
48371,TX,Pecos County,2017,15634
48373,TX,Polk County,2017,48990
48375,TX,Potter County,2017,120340
48377,TX,Presidio County,2017,7100
48379,TX,Rains County,2017,11730
48381,TX,Randall County,2017,134015
48383,TX,Reagan County,2017,3712
48385,TX,Real County,2017,3417
48387,TX,Red River County,2017,12164
48389,TX,Reeves County,2017,15166
48391,TX,Refugio County,2017,7180
48393,TX,Roberts County,2017,941
48395,TX,Robertson County,2017,17153
48397,TX,Rockwall County,2017,96824
48399,TX,Runnels County,2017,10282
48401,TX,Rusk County,2017,54213
48403,TX,Sabine County,2017,10417
48405,TX,San Augustine County,2017,8302
48407,TX,San Jacinto County,2017,28231
48409,TX,San Patricio County,2017,67210
48411,TX,San Saba County,2017,5996
48413,TX,Schleicher County,2017,2989
48415,TX,Scurry County,2017,17003
48417,TX,Shackelford County,2017,3289
48419,TX,Shelby County,2017,25225
48421,TX,Sherman County,2017,3046
48423,TX,Smith County,2017,227195
48425,TX,Somervell County,2017,8855
48427,TX,Starr County,2017,64130
48429,TX,Stephens County,2017,9287
48431,TX,Sterling County,2017,1287
48433,TX,Stonewall County,2017,1376
48435,TX,Sutton County,2017,3792
48437,TX,Swisher County,2017,7446
48439,TX,Tarrant County,2017,2056451
48441,TX,Taylor County,2017,136634
48443,TX,Terrell County,2017,814
48445,TX,Terry County,2017,12429
48447,TX,Throckmorton County,2017,1510
48449,TX,Titus County,2017,32619
48451,TX,Tom Green County,2017,117566
48453,TX,Travis County,2017,1227585
48455,TX,Trinity County,2017,14677
48457,TX,Tyler County,2017,21517
48459,TX,Upshur County,2017,41069
48461,TX,Upton County,2017,3658
48463,TX,Uvalde County,2017,27043
48465,TX,Val Verde County,2017,49028
48467,TX,Van Zandt County,2017,55163
48469,TX,Victoria County,2017,92045
48471,TX,Walker County,2017,72816
48473,TX,Waller County,2017,51717
48475,TX,Ward County,2017,11383
48477,TX,Washington County,2017,34861
48479,TX,Webb County,2017,273691
48481,TX,Wharton County,2017,41837
48483,TX,Wheeler County,2017,5300
48485,TX,Wichita County,2017,131689
48487,TX,Wilbarger County,2017,12683
48489,TX,Willacy County,2017,21508
48491,TX,Williamson County,2017,546251
48493,TX,Wilson County,2017,49211
48495,TX,Winkler County,2017,7605
48497,TX,Wise County,2017,65848
48499,TX,Wood County,2017,44263
48501,TX,Yoakum County,2017,8557
48503,TX,Young County,2017,17922
48505,TX,Zapata County,2017,14254
48507,TX,Zavala County,2017,11957
49000,UT,Utah,2017,3101042
49001,UT,Beaver County,2017,6421
49003,UT,Box Elder County,2017,53977
49005,UT,Cache County,2017,124236
49007,UT,Carbon County,2017,20131
49009,UT,Daggett County,2017,1013
49011,UT,Davis County,2017,346658
49013,UT,Duchesne County,2017,19868
49015,UT,Emery County,2017,10006
49017,UT,Garfield County,2017,5025
49019,UT,Grand County,2017,9589
49021,UT,Iron County,2017,50761
49023,UT,Juab County,2017,11293
49025,UT,Kane County,2017,7520
49027,UT,Millard County,2017,12821
49029,UT,Morgan County,2017,11829
49031,UT,Piute County,2017,1407
49033,UT,Rich County,2017,2395
49035,UT,Salt Lake County,2017,1136719
49037,UT,San Juan County,2017,15277
49039,UT,Sanpete County,2017,29921
49041,UT,Sevier County,2017,21292
49043,UT,Summit County,2017,41330
49045,UT,Tooele County,2017,67486
49047,UT,Uintah County,2017,35228
49049,UT,Utah County,2017,606742
49051,UT,Wasatch County,2017,31890
49053,UT,Washington County,2017,165929
49055,UT,Wayne County,2017,2702
49057,UT,Weber County,2017,251576
50000,VT,Vermont,2017,624344
50001,VT,Addison County,2017,36900
50003,VT,Bennington County,2017,35675
50005,VT,Caledonia County,2017,30141
50007,VT,Chittenden County,2017,163031
50009,VT,Essex County,2017,6184
50011,VT,Franklin County,2017,48969
50013,VT,Grand Isle County,2017,6975
50015,VT,Lamoille County,2017,25360
50017,VT,Orange County,2017,28964
50019,VT,Orleans County,2017,26811
50021,VT,Rutland County,2017,59006
50023,VT,Washington County,2017,58253
50025,VT,Windham County,2017,42851
50027,VT,Windsor County,2017,55224
51000,VA,Virginia,2017,8463587
51001,VA,Accomack County,2017,32685
51003,VA,Albemarle County,2017,107768
51005,VA,Alleghany County,2017,15128
51007,VA,Amelia County,2017,12980
51009,VA,Amherst County,2017,31863
51011,VA,Appomattox County,2017,15723
51013,VA,Arlington County,2017,234647
51015,VA,Augusta County,2017,75177
51017,VA,Bath County,2017,4266
51019,VA,Bedford County,2017,78378
51021,VA,Bland County,2017,6354
51023,VA,Botetourt County,2017,33313
51025,VA,Brunswick County,2017,16570
51027,VA,Buchanan County,2017,21604
51029,VA,Buckingham County,2017,17038
51031,VA,Campbell County,2017,55326
51033,VA,Caroline County,2017,30432
51035,VA,Carroll County,2017,29812
51036,VA,Charles City County,2017,7026
51037,VA,Charlotte County,2017,12077
51041,VA,Chesterfield County,2017,343276
51043,VA,Clarke County,2017,14454
51045,VA,Craig County,2017,5062
51047,VA,Culpeper County,2017,51235
51049,VA,Cumberland County,2017,9828
51051,VA,Dickenson County,2017,14722
51053,VA,Dinwiddie County,2017,28630
51057,VA,Essex County,2017,10969
51059,VA,Fairfax County,2017,1148728
51061,VA,Fauquier County,2017,69547
51063,VA,Floyd County,2017,15758
51065,VA,Fluvanna County,2017,26480
51067,VA,Franklin County,2017,56315
51069,VA,Frederick County,2017,86456
51071,VA,Giles County,2017,16754
51073,VA,Gloucester County,2017,37295
51075,VA,Goochland County,2017,22703
51077,VA,Grayson County,2017,15697
51079,VA,Greene County,2017,19593
51081,VA,Greensville County,2017,11569
51083,VA,Halifax County,2017,34575
51085,VA,Hanover County,2017,105674
51087,VA,Henrico County,2017,327559
51089,VA,Henry County,2017,51346
51091,VA,Highland County,2017,2217
51093,VA,Isle of Wight County,2017,36571
51095,VA,James City County,2017,75274
51097,VA,King and Queen County,2017,6999
51099,VA,King George County,2017,26337
51101,VA,King William County,2017,16684
51103,VA,Lancaster County,2017,10725
51105,VA,Lee County,2017,23900
51107,VA,Loudoun County,2017,397049
51109,VA,Louisa County,2017,35912
51111,VA,Lunenburg County,2017,12333
51113,VA,Madison County,2017,13212
51115,VA,Mathews County,2017,8709
51117,VA,Mecklenburg County,2017,30693
51119,VA,Middlesex County,2017,10625
51121,VA,Montgomery County,2017,98142
51125,VA,Nelson County,2017,14800
51127,VA,New Kent County,2017,21638
51131,VA,Northampton County,2017,11872
51133,VA,Northumberland County,2017,12271
51135,VA,Nottoway County,2017,15432
51137,VA,Orange County,2017,35870
51139,VA,Page County,2017,23784
51141,VA,Patrick County,2017,17713
51143,VA,Pittsylvania County,2017,61309
51145,VA,Powhatan County,2017,28716
51147,VA,Prince Edward County,2017,22678
51149,VA,Prince George County,2017,38006
51153,VA,Prince William County,2017,463069
51155,VA,Pulaski County,2017,34225
51157,VA,Rappahannock County,2017,7393
51159,VA,Richmond County,2017,8889
51161,VA,Roanoke County,2017,93939
51163,VA,Rockbridge County,2017,22668
51165,VA,Rockingham County,2017,80397
51167,VA,Russell County,2017,27046
51169,VA,Scott County,2017,21893
51171,VA,Shenandoah County,2017,43276
51173,VA,Smyth County,2017,30731
51175,VA,Southampton County,2017,17841
51177,VA,Spotsylvania County,2017,132739
51179,VA,Stafford County,2017,146792
51181,VA,Surry County,2017,6503
51183,VA,Sussex County,2017,11379
51185,VA,Tazewell County,2017,41303
